SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK14,OEVK26
01-007-011,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-012,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-013,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-014,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-015,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-016,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-017,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-018,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-019,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-020,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-021,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-022,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-023,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-024,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-025,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-026,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-027,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-028,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-029,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-030,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-031,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-032,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-033,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-034,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-035,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-036,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-037,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-007-038,01,BUDAPEST,05,Budapest,07,007,Budapest VII. kerület,05,06
01-008-001,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-002,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-003,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-004,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-005,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-006,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-007,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-008,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-009,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-010,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-011,01,BUDAPEST,01,Budapest,05,008,Budapest VIII. kerület,01,02
01-008-012,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-013,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-014,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-015,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-016,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-017,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-018,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-019,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-020,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-021,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-022,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-023,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-024,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-025,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-026,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-027,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-028,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-029,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-030,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-031,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-032,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-033,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-034,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-035,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-036,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-037,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-038,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-039,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-040,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-041,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-042,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-043,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-044,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-045,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-046,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-047,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-048,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-049,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-050,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-051,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-052,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-053,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-054,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-055,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-008-056,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,07
01-008-057,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,07
01-008-058,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,07
01-008-059,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,07
01-008-060,01,BUDAPEST,06,Budapest,08,008,Budapest VIII. kerület,06,02
01-009-001,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-002,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-003,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-004,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-005,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-006,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-007,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-008,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-009,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-010,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-011,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-012,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-013,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-014,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-015,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-016,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-017,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-018,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-019,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-020,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-021,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-022,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-023,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-024,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-025,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-026,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-027,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-028,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-029,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-030,01,BUDAPEST,01,Budapest,05,009,Budapest IX. kerület,01,02
01-009-031,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-032,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-033,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,09
01-009-034,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-035,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-036,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,02
01-009-037,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,09
01-009-038,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,09
01-009-039,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,09
01-009-040,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,09
01-009-041,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-042,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-043,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-044,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-045,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-046,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-047,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-048,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-049,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-050,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-051,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-052,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-009-053,01,BUDAPEST,06,Budapest,08,009,Budapest IX. kerület,06,08
01-010-001,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-002,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-003,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-004,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-005,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-006,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-007,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-008,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-009,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-010,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-011,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-012,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-013,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-014,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-015,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-016,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-017,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-018,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-019,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-020,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-021,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-022,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-023,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-024,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-025,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-026,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-027,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-028,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-029,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-030,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-031,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-032,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-033,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-034,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-035,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-036,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-037,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-038,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-039,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-040,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-041,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-042,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-043,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-044,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-045,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-046,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-047,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-048,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-049,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-050,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-051,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-052,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-053,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-054,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-055,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-056,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-057,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-058,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-059,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-060,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-061,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-062,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-063,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-064,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-065,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-066,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-067,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-068,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,07
01-010-069,01,BUDAPEST,09,Budapest,10,010,Budapest X. kerület,09,14
01-010-070,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-071,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-072,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-073,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-074,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-075,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-010-076,01,BUDAPEST,14,Budapest,17,010,Budapest X. kerület,14,14
01-011-001,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-002,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-003,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-004,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-005,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-006,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-007,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-008,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-009,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-010,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-011,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-012,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-013,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-014,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-015,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-016,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-017,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-018,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-019,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-020,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-021,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-022,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-023,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-024,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-025,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-026,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-027,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-028,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-029,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-030,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-031,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-032,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-033,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-034,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,01
01-011-035,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-036,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-037,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-038,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-039,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-040,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-041,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-042,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-043,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-044,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-045,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-046,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-047,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-048,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-049,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-050,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-051,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-052,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-053,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-054,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-055,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-056,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-057,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-058,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-059,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-060,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-061,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-062,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-063,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-064,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-065,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-066,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-067,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-068,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-069,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-070,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,10
01-011-071,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,10
01-011-072,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,10
01-011-073,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-074,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-075,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,03
01-011-076,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,10
01-011-077,01,BUDAPEST,02,Budapest,11,011,Budapest XI. kerület,02,10
01-011-078,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-079,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-080,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,09
01-011-081,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-082,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-083,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-084,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-085,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-086,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
01-011-087,01,BUDAPEST,18,Budapest,22,011,Budapest XI. kerület,18,10
